Date,Away,Home,Algo proj,Away proj,Home proj,Away odds,Home odds,Diff away,Diff home,Bet,To win,Won,Bet,To win,Won,Bet,To win,Won,Bet,To win,Won
7-16-2009,chicago-cubs,washington-nationals,58.59%,-141,141,-125,108,16,33,$100,$80.0,$180.0,$100,$80.0,$180.0,,,,,,
,,,,,,,,,,$600,$167.18796992481202,27.864661654135336%,$500,$267.187969924812,53.437593984962405%,$300,$112.0,37.333333333333336%,$200,$-200,-100.0%
,,,,,,,,,,,,,,,,,,,,,,,,
7-17-2009,new-york-mets,atlanta-braves,-54.31%,119,-119,184,-222,65,103,$100,$184.0,$0,,,,,,,$100,$184.0,$0
7-17-2009,boston-red-sox,toronto-blue-jays,54.84%,-121,121,-106,-111,15,32,$100,$94.33962264150944,$194.33962264150944,$100,$94.33962264150944,$194.33962264150944,,,,,,
7-17-2009,baltimore-orioles,chicago-white-sox,-55.59%,125,-125,143,-163,18,38,$100,$143.0,$0,,,,,,,,,
7-17-2009,milwaukee-brewers,cincinnati-reds,53.5%,-115,115,110,-128,25,43,$100,$110.00000000000001,$0,$100,$110.00000000000001,$0,$100,$110.00000000000001,$0,,,
7-17-2009,seattle-mariners,cleveland-indians,51.59%,-107,107,-144,125,37,18,$100,$125.0,$0,,,,,,,,,
7-17-2009,colorado-rockies,san-diego-padres,58.89%,-143,143,-153,134,10,9,,,,,,,,,,,,
7-17-2009,detroit-tigers,new-york-yankees,-53.87%,117,-117,204,-243,87,126,$100,$204.0,$0,,,,,,,$100,$204.0,$0
7-17-2009,tampa-bay-rays,kansas-city-royals,58.32%,-140,140,-147,127,7,13,,,,,,,,,,,,
7-17-2009,los-angeles-angels,oakland-athletics,57.42%,-135,135,-107,-109,28,44,$100,$93.45794392523364,$0,$100,$93.45794392523364,$0,,,,,,
7-17-2009,houston-astros,los-angeles-dodgers,-58.0%,138,-138,144,-166,6,28,$100,$144.0,$244.0,,,,,,,,,
7-17-2009,philadelphia-phillies,miami-marlins,50.27%,-101,101,-126,108,25,7,$100,$108.0,$0,,,,,,,,,
7-17-2009,minnesota-twins,texas-rangers,-54.7%,121,-121,108,-128,13,7,,,,,,,,,,,,
7-17-2009,san-francisco-giants,pittsburgh-pirates,55.65%,-125,125,-149,129,24,4,$100,$129.0,$229.0,,,,,,,,,
7-17-2009,chicago-cubs,washington-nationals,58.95%,-144,144,-147,125,3,19,,,,,,,,,,,,
,,,,,,,,,,$1000,$-332.66037735849056,-33.26603773584906%,$300,$-105.66037735849056,-35.22012578616352%,$100,$-100,-100.0%,$200,$-200,-100.0%
,,,,,,,,,,,,,,,,,,,,,,,,
7-18-2009,new-york-mets,atlanta-braves,-56.34%,129,-129,-108,-109,37,20,$100,$91.74311926605503,$0,$100,$91.74311926605503,$0,,,,,,
7-18-2009,boston-red-sox,toronto-blue-jays,55.33%,-124,124,-117,-102,7,26,$100,$85.47008547008548,$0,$100,$85.47008547008548,$0,,,,,,
7-18-2009,baltimore-orioles,chicago-white-sox,-55.85%,127,-127,129,-153,2,26,$100,$129.0,$0,,,,,,,,,
7-18-2009,milwaukee-brewers,cincinnati-reds,50.55%,-102,102,-102,-117,0,19,,,,,,,,,,,,
7-18-2009,seattle-mariners,cleveland-indians,54.68%,-121,121,-120,100,1,21,$100,$83.33333333333334,$183.33333333333334,$100,$83.33333333333334,$183.33333333333334,,,,,,
7-18-2009,colorado-rockies,san-diego-padres,59.13%,-145,145,-117,-102,28,47,$100,$85.47008547008548,$0,$100,$85.47008547008548,$0,,,,,,
7-18-2009,detroit-tigers,new-york-yankees,-54.79%,121,-121,124,-144,3,23,$100,$124.0,$0,,,,,,,,,
7-18-2009,tampa-bay-rays,kansas-city-royals,58.54%,-141,141,112,-131,53,72,$100,$112.00000000000001,$212.0,$100,$112.00000000000001,$212.0,$100,$112.00000000000001,$212.0,$100,$112.00000000000001,$212.0
7-18-2009,los-angeles-angels,oakland-athletics,56.29%,-129,129,-125,104,4,25,$100,$80.0,$180.0,$100,$80.0,$180.0,,,,,,
7-18-2009,houston-astros,los-angeles-dodgers,-57.39%,135,-135,192,-227,57,92,$100,$192.0,$0,,,,,,,$100,$192.0,$0
7-18-2009,philadelphia-phillies,miami-marlins,55.83%,-126,126,-112,-105,14,31,$100,$89.28571428571428,$189.28571428571428,$100,$89.28571428571428,$189.28571428571428,,,,,,
7-18-2009,minnesota-twins,texas-rangers,-54.01%,117,-117,104,-123,13,6,,,,,,,,,,,,
7-18-2009,san-francisco-giants,pittsburgh-pirates,55.16%,-123,123,102,-121,25,44,$100,$102.0,$0,$100,$102.0,$0,$100,$102.0,$0,,,
7-18-2009,chicago-cubs,washington-nationals,59.23%,-145,145,-116,-103,29,48,$100,$86.20689655172414,$186.20689655172413,$100,$86.20689655172414,$186.20689655172413,,,,,,
,,,,,,,,,,$1200,$-249.1740558292281,-20.764504652435676%,$900,$50.82594417077189,5.647327130085766%,$200,$12.0,6.0%,$200,$12.0,6.0%
,,,,,,,,,,,,,,,,,,,,,,,,
7-19-2009,new-york-mets,atlanta-braves,-54.24%,119,-119,217,-263,98,144,$100,$217.0,$0,,,,,,,$100,$217.0,$0
7-19-2009,boston-red-sox,toronto-blue-jays,54.71%,-121,121,-101,-116,20,37,$100,$99.00990099009901,$0,$100,$99.00990099009901,$0,,,,,,
7-19-2009,baltimore-orioles,chicago-white-sox,-57.06%,133,-133,122,-140,11,7,,,,,,,,,,,,
7-19-2009,milwaukee-brewers,cincinnati-reds,53.76%,-116,116,-123,106,7,10,,,,,,,,,,,,
